,Force,Separation
0,1.561271403267449e-06,2.0
1,1.2733023538063357e-06,2.2
2,1.0136747378369199e-06,2.4000000000000004
3,7.957608166917457e-07,2.6000000000000005
4,6.228406782774461e-07,2.8000000000000007
5,4.893931267422272e-07,3.000000000000001
6,3.87363947469884e-07,3.200000000000001
7,3.093144613064393e-07,3.4000000000000012
8,2.4928072872608417e-07,3.6000000000000014
9,2.0274124913778325e-07,3.8000000000000016
10,1.663432123147387e-07,4.000000000000002
11,1.3761681830895364e-07,4.200000000000002
