,Force,Separation
0,1.5453859965465672e-06,2.0
1,1.259620181807424e-06,2.2
2,1.002278520394652e-06,2.4000000000000004
3,7.865181453804784e-07,2.6000000000000005
4,6.154416254386657e-07,2.8000000000000007
5,4.834871715661949e-07,3.000000000000001
6,3.826363104391696e-07,3.200000000000001
7,3.0550796341495616e-07,3.4000000000000012
8,2.461937439549285e-07,3.6000000000000014
9,2.0021837775597552e-07,3.8000000000000016
10,1.6426529030028344e-07,4.000000000000002
11,1.358923644938633e-07,4.200000000000002
