,Force,Separation
0,1.1572531176983988e-06,2.0
1,9.277749023525438e-07,2.2
2,7.278549865277133e-07,2.4000000000000004
3,5.65232732295663e-07,2.6000000000000005
4,4.390423353610405e-07,2.8000000000000007
5,3.431126304732496e-07,3.000000000000001
6,2.7051752079513886e-07,3.200000000000001
7,2.1538322682034116e-07,3.4000000000000012
8,1.731958358864832e-07,3.6000000000000014
9,1.4061762839618002e-07,3.8000000000000016
10,1.1521342324179745e-07,4.000000000000002
11,9.520937248604446e-08,4.200000000000002
