,Force,Separation
0,5.085074318571441e-16,2
1,6.567626032187714e-15,2
2,8.482415201747368e-14,2
3,1.0955460509976508e-12,2
4,1.4149521351021596e-11,2
5,1.8274809557209539e-10,2
6,2.3602824171576755e-09,2
7,3.048421964647534e-08,2
8,3.9371883676997573e-07,2
9,5.085074318319921e-06,2
