,Force,Separation
0,1.4993395940342371e-06,2.0
1,1.2200012915185261e-06,2.2
2,9.693126021103497e-07,2.4000000000000004
3,7.598039573713654e-07,2.6000000000000005
4,5.940691528293993e-07,2.8000000000000007
5,4.6643514147919824e-07,3.000000000000001
6,3.689908221267942e-07,3.200000000000001
7,2.945238359567718e-07,3.4000000000000012
8,2.3728749665964086e-07,3.6000000000000014
9,1.9294068544933703e-07,3.8000000000000016
10,1.5827180829067454e-07,4.000000000000002
11,1.3091885984756803e-07,4.200000000000002
