,Force,Separation
0,1.5693183541885383e-06,2.0
1,1.280235960944379e-06,2.2
2,1.0194521523862926e-06,2.4000000000000004
3,8.004479538279197e-07,2.6000000000000005
4,6.265937584622563e-07,2.8000000000000007
5,4.923893595126413e-07,3.000000000000001
6,3.897626891283385e-07,3.200000000000001
7,3.112460076642529e-07,3.4000000000000012
8,2.508472797769546e-07,3.6000000000000014
9,2.040215994189724e-07,3.8000000000000016
10,1.6739779723832016e-07,4.000000000000002
11,1.3849204150886495e-07,4.200000000000002
