,Force,a
0,3.578572918762114e-17,1e-07
1,4.621925880200153e-16,3.5938136638046254e-07
2,5.9693926924590964e-15,1.2915496650148827e-06
3,7.709831974566537e-14,4.641588833612782e-06
4,9.95759254709192e-13,1.6681005372000593e-05
5,1.2860775318437823e-11,5.994842503189409e-05
6,1.661029805215998e-10,0.00021544346900318845
7,2.1452853546458197e-09,0.0007742636826811277
8,2.7707733410987927e-08,0.0027825594022071257
9,3.5785858545619353e-07,0.01
