,Force,Separation
0,1.0889888402016523e-06,2.0
1,8.699618681018276e-07,2.2
2,6.80483144335754e-07,2.4000000000000004
3,5.273115680522781e-07,2.6000000000000005
4,4.08973271588066e-07,2.8000000000000007
5,3.192753970097144e-07,3.000000000000001
6,2.515311356958457e-07,3.200000000000001
7,2.0015267977438834e-07,3.4000000000000012
8,1.6087879760929544e-07,3.6000000000000014
9,1.30573192629139e-07,3.8000000000000016
10,1.0695460325220402e-07,4.000000000000002
11,8.83648208690846e-08,4.200000000000002
