,Force,Separation
0,1.2332730730039425e-06,2.0
1,9.923672446325443e-07,2.2
2,7.809481202120384e-07,2.4000000000000004
3,6.07838649527161e-07,2.6000000000000005
4,4.728862595029895e-07,2.8000000000000007
5,3.6997650451642054e-07,3.000000000000001
6,2.9193434426213804e-07,3.200000000000001
7,2.3257513821371414e-07,3.4000000000000012
8,1.8710620454067127e-07,3.6000000000000014
9,1.519659228881824e-07,3.8000000000000016
10,1.245472365358889e-07,4.000000000000002
11,1.0294677894197497e-07,4.200000000000002
