,Force,Separation
0,1.538661769305691e-06,2.0
1,1.2538307460662525e-06,2.2
2,9.974581371943308e-07,2.4000000000000004
3,7.826098460057849e-07,2.6000000000000005
4,6.123136021787927e-07,2.8000000000000007
5,4.809907724456301e-07,3.000000000000001
6,3.8063821244084065e-07,3.200000000000001
7,3.0389931881995487e-07,3.4000000000000012
8,2.448892561349242e-07,3.6000000000000014
9,1.9915232614575222e-07,3.8000000000000016
10,1.6338728994677113e-07,4.000000000000002
11,1.3516374156127086e-07,4.200000000000002
