,Force,Separation
0,1.5565705498502858e-06,2.0
1,1.2692527397064715e-06,2.2
2,1.01030110102618e-06,2.4000000000000004
3,7.930242915869548e-07,2.6000000000000005
4,6.206497628605109e-07,2.8000000000000007
5,4.876441899023546e-07,3.000000000000001
6,3.8596386583989366e-07,3.200000000000001
7,3.0818712463151987e-07,3.4000000000000012
8,2.4836645378993397e-07,3.6000000000000014
9,2.0199402912688945e-07,3.8000000000000016
10,1.6572776434546305e-07,4.000000000000002
11,1.371060538642726e-07,4.200000000000002
