,Force,Separation
0,1.3183226094197123e-06,2.0
1,1.064878389712987e-06,2.2
2,8.407465841119559e-07,2.4000000000000004
3,6.55950476810241e-07,2.6000000000000005
4,5.111760227441584e-07,2.8000000000000007
5,4.0041045668737765e-07,3.000000000000001
6,3.162212128597131e-07,3.200000000000001
7,2.520851147900649e-07,3.4000000000000012
8,2.029008686452747e-07,3.6000000000000014
9,1.6485693671945394e-07,3.8000000000000016
10,1.3515346803387591e-07,4.000000000000002
11,1.1174134146764103e-07,4.200000000000002
