,Force,a
0,-5.375740715541981e-17,1e-07
1,-6.943036081046268e-16,3.5938136638046254e-07
2,-8.967275797315593e-15,1.2915496650148827e-06
3,-1.158168235270532e-13,4.641588833612782e-06
4,-1.4958317799226971e-12,1.6681005372000593e-05
5,-1.9319410434340645e-11,5.994842503189409e-05
6,-2.495197828219711e-10,0.00021544346900318845
7,-3.222671695296983e-09,0.0007742636826811277
8,-4.162240667449107e-08,0.0027825594022071257
9,-5.375740608256525e-07,0.01
