,Force,Separation
0,-0.0006655965956411246,2.0
1,-4.137796558017487e-05,2.04
2,-2.3736581522854286e-05,2.08
3,-1.6688257609511532e-05,2.12
4,-1.279643597399077e-05,2.16
5,-1.0303954381641774e-05,2.2
