,Force,Separation
0,-0.0001383385146090961,2.0
1,-8.394602271582844e-06,2.2
2,-4.099474950850717e-06,2.4000000000000004
3,-2.4906526465096827e-06,2.6000000000000005
4,-1.6689909535846426e-06,2.8000000000000007
5,-1.1848503100238982e-06,3.000000000000001
6,-8.746399891226994e-07,3.200000000000001
7,-6.644770958171744e-07,3.4000000000000012
8,-5.162515533384105e-07,3.6000000000000014
9,-4.08448756770308e-07,3.8000000000000016
10,-3.281030044279126e-07,4.000000000000002
11,-2.670039811414392e-07,4.200000000000002
