,Force,Separation
0,-0.0004455072773180463,2.0
1,-9.908151985944388e-06,2.2
2,-4.709641764971598e-06,2.4000000000000004
3,-2.8296998569540336e-06,2.6000000000000005
4,-1.8847209856490213e-06,2.8000000000000007
5,-1.332980855100705e-06,3.000000000000001
6,-9.815172227681901e-07,3.200000000000001
7,-7.443548087294741e-07,3.4000000000000012
8,-5.775632293368122e-07,3.6000000000000014
9,-4.5651279631360816e-07,3.8000000000000016
10,-3.664374857581788e-07,4.000000000000002
11,-2.98024273705555e-07,4.200000000000002
