,Force,Separation
0,-0.0005989391505144493,2.0
1,-4.0642862767947574e-05,2.04
2,-2.3410346466549706e-05,2.08
3,-1.648878650995263e-05,2.12
4,-1.2657070896326344e-05,2.16
5,-1.019913026825138e-05,2.2
