,Force,Separation
0,-0.0005288058921098125,2.0
1,-1.0070297190168393e-05,2.2
2,-4.773651474910422e-06,2.4000000000000004
3,-2.8649629243397393e-06,2.6000000000000005
4,-1.9070530380285023e-06,2.8000000000000007
5,-1.3482703012856176e-06,3.000000000000001
6,-9.925270001691124e-07,3.200000000000001
7,-7.525718463435169e-07,3.4000000000000012
8,-5.838639441667779e-07,3.6000000000000014
9,-4.6144830976222997e-07,3.8000000000000016
10,-3.703715652717627e-07,4.000000000000002
11,-3.0120624191799615e-07,4.200000000000002
