,Force,Separation
0,-0.0003354633610594778,2.0
1,-9.56748467262617e-06,2.2
2,-4.574333312255867e-06,2.4000000000000004
3,-2.7549726206145458e-06,2.6000000000000005
4,-1.8373322175429594e-06,2.8000000000000007
5,-1.3005092451440992e-06,3.000000000000001
6,-9.581215390528314e-07,3.200000000000001
7,-7.268867082290364e-07,3.4000000000000012
8,-5.641650039482517e-07,3.6000000000000014
9,-4.460153004860625e-07,3.8000000000000016
10,-3.5806854285358775e-07,4.000000000000002
11,-2.9125438305760103e-07,4.200000000000002
