,Force,Separation
0,-0.00023344090658369997,2.0
1,-9.23214472652131e-06,2.2
2,-4.440021772971787e-06,2.4000000000000004
3,-2.6805423069885886e-06,2.6000000000000005
4,-1.7900438446214427e-06,2.8000000000000007
5,-1.2680689329633854e-06,3.000000000000001
6,-9.347302540986042e-07,3.200000000000001
7,-7.09412308783603e-07,3.4000000000000012
8,-5.507565525317367e-07,3.6000000000000014
9,-4.3550660035195523e-07,3.8000000000000016
10,-3.4968870082807767e-07,4.000000000000002
11,-2.844744228582673e-07,4.200000000000002
