,Force,Separation
0,-1.2709335742212677e-15,2
1,-1.6414738320323375e-14,2
2,-2.1200449779748337e-13,2
3,-2.738143381049823e-12,2
4,-3.536448166632631e-11,2
5,-4.5674984450984517e-10,2
6,-5.899151086241989e-09,2
7,-7.619046609827572e-08,2
8,-9.840377096307112e-07,2
9,-1.2709335742243636e-05,2
