,Force,Separation
0,-0.0004925031065463574,2.0
1,-9.994146197264694e-06,2.2
2,-4.743620606896018e-06,2.4000000000000004
3,-2.848425822109464e-06,2.6000000000000005
4,-1.8965825112868212e-06,2.8000000000000007
5,-1.341102765208834e-06,3.000000000000001
6,-9.873662215274288e-07,3.200000000000001
7,-7.487204102964689e-07,3.4000000000000012
8,-5.809108604072208e-07,3.6000000000000014
9,-4.591351689611869e-07,3.8000000000000016
10,-3.685278224671234e-07,4.000000000000002
11,-2.9971501690259154e-07,4.200000000000002
