,Force,Separation
0,-0.0006327093766828705,2.0
1,-1.0254103810759876e-05,2.2
2,-4.8459128147958406e-06,2.4000000000000004
3,-2.904705035905844e-06,2.6000000000000005
4,-1.9321986871633015e-06,2.8000000000000007
5,-1.365476292454627e-06,3.000000000000001
6,-1.0049121501515426e-06,3.200000000000001
7,-7.618128959625576e-07,3.4000000000000012
8,-5.909484613461993e-07,3.6000000000000014
9,-4.6699697035846917e-07,3.8000000000000016
10,-3.7479387381370914e-07,4.000000000000002
11,-3.0478277661806005e-07,4.200000000000002
