,Force,Separation
0,-0.0005288058921098125,2.0
1,-3.975064299123094e-05,2.04
2,-2.3011726455329618e-05,2.08
3,-1.6244337953567914e-05,2.12
4,-1.2485985048342536e-05,2.16
5,-1.0070297190168393e-05,2.2
