,Force,Separation
0,-0.0006655965956411246,2.0
1,-1.0303954381641774e-05,2.2
2,-4.865456722460166e-06,2.4000000000000004
3,-2.915441672712803e-06,2.6000000000000005
4,-1.938987828122149e-06,2.8000000000000007
5,-1.3701200222436793e-06,3.000000000000001
6,-1.0082539314006724e-06,3.200000000000001
7,-7.643058828649744e-07,3.4000000000000012
8,-5.928594218370689e-07,3.6000000000000014
9,-4.68493503704121e-07,3.8000000000000016
10,-3.7598652623785423e-07,4.000000000000002
11,-3.057472739148549e-07,4.200000000000002
