susc,0.1,0.15,0.2,0.25,0.5,0.75,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,15.0,20.0,30.0,40.0,50.0,60.0,70.0,75.0,80.0,85.0,90.0,100.0
p0,-0.015541438669713376,0.006911268862224834,0.04785719514610778,0.10597151861125559,0.6084170671254243,1.3586327093857404,2.245747554782076,4.161247223531518,6.03657211809385,7.759355712857269,9.302168034136919,10.670512835120341,11.881239042951796,12.95379481781919,13.90685574768179,14.756892477811167,15.518270505717364,16.20300900092667,16.821553243591005,17.382499482712465,17.89300254995717,18.35994860978347,18.78741327720639,19.180833189514093,19.543796384040032,19.879512721507297,20.190980821871413,20.480714055649205,21.668599719278756,22.932547649743164,24.302381090357184,25.787386738314066,26.576043428222047,27.06465259281523,27.39698344999635,27.637603568906073,27.7345986910228,27.81985466128318,27.89538450623887,27.962723509484135,28.0776540750388
p1,0.3686228695343483,0.5210492232406871,0.6459385237499239,0.7413444643092951,0.7903227467316,0.2959776094511212,-0.4738388541909262,-2.0872123576551513,-3.2113040148803225,-3.661738266645537,-3.5018345430899327,-2.859896833027085,-1.8625841384482618,-0.6157963916292102,0.7972330174599108,2.315095914771865,3.8912531456142454,5.493368415330026,7.09589685569193,8.682318629981992,10.242075366152351,11.761264598794343,13.244548557373673,14.68073245592998,16.070220444590465,17.413172540671635,18.708521614578753,19.956645591383868,15.880850592055682,22.188087310235947,30.037193228847247,39.84241039677868,45.642049843534636,49.45473000637722,52.147217546650936,54.14867296779136,54.96827666809683,55.69425998611225,56.3417342810895,56.92308247665145,57.923949679081
p2,-0.8453828847293791,-1.1683888418666732,-1.40223883950357,-1.5391963442914995,-0.7822416367442777,1.8712360845798992,5.562919580551633,13.52792564344523,20.159453669449565,24.665200237358484,27.1285305692162,27.898568083880296,27.3542733270145,25.82799046368521,23.589974108231367,20.846729019362456,17.75894250257673,14.44336312087223,10.9936000647165,7.474654237532864,3.931929215146064,0.41728932262583657,-3.070525124951364,-6.491149452856475,-9.837523870304766,-13.103189811180298,-16.2793556949203,-19.3620440758583,-9.14044254843225,-25.345134360385792,-45.92824348522871,-72.11853932089868,-87.80432758006076,-98.18223801179009,-105.5396528773862,-111.02318991567857,-113.2721235799016,-115.26578228036149,-117.0451105739034,-118.64371158399584,-121.39809464817229
p3,0.6447657625621682,0.8521059278407144,0.9523562205294576,0.9337717181868306,-1.004196971994621,-5.550363379263693,-11.763421643202202,-26.104187930043842,-40.077089103151096,-52.22314335841617,-62.24218414667321,-70.28002328857227,-76.61828434843757,-81.5521573621469,-85.34795418690018,-88.22650881397811,-90.3713858928961,-91.9265314609185,-93.01296851055194,-93.72305808642918,-94.12833290672982,-94.30294436177583,-94.27037278552119,-94.08875276464242,-93.78389238072774,-93.37888749768433,-92.89702833067238,-92.35561242030244,-103.33442786197185,-98.85046539090318,-91.75265241895167,-81.1652847086265,-74.20901233907452,-69.40202636991586,-65.90676895700074,-63.257748790120736,-62.1608363207023,-61.18380092639492,-60.30821699213352,-59.51837974421403,-58.15070674952515
std p0,0.003963547704674939,0.006070741115963488,0.008317543414580008,0.010715578352738779,0.02449671684503471,0.03891226797454147,0.05109197406973551,0.06348488936455786,0.061046729088018586,0.05388962927090781,0.06013297755760695,0.08711843950950476,0.12593985361840074,0.16975113599371514,0.21540750054201285,0.26131176528747396,0.30651461857212153,0.35049417935846233,0.3930322259128998,0.4338877253360317,0.4730144698106623,0.5103222098615249,0.546207492244573,0.5802474831488227,0.6127944886499153,0.6437969655504846,0.673341627686224,0.7015425790087443,0.766104530136597,0.9073216362555304,1.0758364334785127,1.2779774140953264,1.3940188844365005,1.4691312386297515,1.5216279523473852,1.5603934283482035,1.5762024314288823,1.5901588325046945,1.6026243806212677,1.61376445877321,1.6329364345068018
std p1,0.033091985849642604,0.05068521251814067,0.06944388459403272,0.08946525822774518,0.2045253156954908,0.3248816939353816,0.42657021510883597,0.5300410400631982,0.5096844493272641,0.4499291211717509,0.5020554105223772,0.7273579352742862,1.051483858124923,1.4172685596560044,1.7984346575590906,2.1817155937947708,2.5591180517563394,2.9262985235667154,3.281469400537441,3.6225669478049483,3.9492321017211087,4.260662494535152,4.5603463917523195,4.844505280001289,5.116272707609914,5.375115253791868,5.621788795824886,5.857236028140545,6.396243805512924,7.575297514896503,8.982233981076487,10.669943170881236,11.638774951843729,12.265902734753102,12.70419348778482,13.027859231628305,13.159840439225647,13.276364267836872,13.380447612394661,13.473445810232205,13.633523269595916
std p2,0.09063623460912966,0.13882287747075214,0.1902011917338998,0.24503802956996357,0.5601785972506865,0.8898243036162248,1.1683387266790581,1.4517400677291181,1.3959847705198858,1.2323191430569906,1.3750892535622805,1.992170878918188,2.8799333025230607,3.8817946875843425,4.925709475988138,5.975543165805076,7.009219179117799,8.014877485561206,8.987702680248951,9.921924134470341,10.816614719185056,11.669422707497983,12.490463015793077,13.26863542032832,14.013059513712058,14.722001852506306,15.397631067420988,16.042489551700385,17.518724195784568,20.74810926265574,24.601571149250017,29.224111990706103,31.8776437308372,33.595315756590054,34.79573632415243,35.682256733397665,36.04371534747884,36.36286480664522,36.64796677840367,36.90264885002172,37.341108823320916
std p3,0.08152960128859604,0.12487491185847915,0.17109089826351614,0.22041796205051492,0.5038953706093846,0.8004196719567778,1.050948953470272,1.3058779750750211,1.2557247106856686,1.1085024500869238,1.2369284886523275,1.79200623561838,2.5905783836544773,3.491788898872888,4.430754440095553,5.375154347966023,6.304974012807364,7.209576981408842,8.08468843445756,8.925033815582614,9.729816188646963,10.496793824381383,11.23553437765289,11.935425308968389,12.605116129292247,13.242815316754479,13.850573253941743,14.430630681121539,15.7584886125404,18.663448780884192,22.129715789709348,26.28784463752338,28.674748035193126,30.21985513811441,31.29964591639372,32.0971162137762,32.42223473020328,32.70931639943005,32.96580044648609,33.1948634177889,33.589284602863295
least sq err,2.5858158963821713e-12,3.960442848772494e-12,5.426346406188715e-12,6.990820660497106e-12,1.5981352946672934e-11,2.538663171092066e-11,3.333353111871516e-11,4.141690522754282e-11,3.9826710922462527e-11,3.515734888076451e-11,3.923065397437705e-11,5.6837537781953e-11,8.216151378949985e-11,1.1075719996191883e-10,1.4054706727322108e-10,1.704782010033759e-10,1.9996535263793326e-10,2.2867152994738512e-10,2.5640541370886086e-10,2.8306599394580265e-10,3.086097874226828e-10,3.330306052342598e-10,3.563449694092928e-10,3.7858526179054515e-10,3.997924823976309e-10,4.2001263867005224e-10,4.3929407045489885e-10,4.576856624705474e-10,4.998383634563319e-10,5.919474979841183e-10,7.018919608242145e-10,8.337498409137557e-10,9.094666979509294e-10,9.58457777513903e-10,9.927145706678953e-10,1.0180034831054792e-09,1.028316102038467e-09,1.037433753700871e-09,1.0455525160838423e-09,1.0528278424610289e-09,1.0653240174404791e-09
R2,0.9999981839432253,0.9999990910609411,0.9999994169569872,0.9999995723812903,0.999999799745353,0.9999998611528277,0.9999998973367827,0.9999999460070467,0.9999999745169538,0.9999999875433025,0.9999999890117847,0.999999982324637,0.9999999701258714,0.9999999543523126,0.9999999363803265,0.9999999171716702,0.9999998973908485,0.9999998774922753,0.9999998577827831,0.9999998384657756,0.9999998196722317,0.9999998014821013,0.9999997839411037,0.9999997670692042,0.9999997508698149,0.9999997353347801,0.9999997204482193,0.9999997061892536,0.9999996660192363,0.9999995903862546,0.9999994995929006,0.9999993907250895,0.9999993284496355,0.9999992882978828,0.9999992602989802,0.9999992396736082,0.9999992312738856,0.9999992238529788,0.99999921724948,0.9999992113355683,0.9999992011857419
