,Force,Separation
0,-0.0002626695709584769,2.0
1,-9.414394438164548e-06,2.2
2,-4.513156936047129e-06,2.4000000000000004
3,-2.7211026869286915e-06,2.6000000000000005
4,-1.8158243510451506e-06,2.8000000000000007
5,-1.2857593075007154e-06,3.000000000000001
6,-9.4748827251133e-07,3.200000000000001
7,-7.189443500507998e-07,3.4000000000000012
8,-5.580713492689597e-07,3.6000000000000014
9,-4.412398760416602e-07,3.8000000000000016
10,-3.542607719514841e-07,4.000000000000002
11,-2.88173749257737e-07,4.200000000000002
