,Force,a
0,4.0832493779984625e-09,1e-07
1,1.222213572619915e-08,3.5938136638046254e-07
2,1.5326193444408864e-07,1.2915496650148827e-06
3,1.791395702883621e-05,4.641588833612782e-06
4,-3.703678400605066e-06,1.6681005372000593e-05
5,0.0009296674538239019,5.994842503189409e-05
6,0.008683659370064418,0.00021544346900318845
7,0.004685142263370173,0.0007742636826811277
8,0.0470386498997035,0.0027825594022071257
9,0.029793643796853786,0.01
