,Force,Separation
0,-1.471933184927523e-14,2
1,-1.9012594377265417e-13,2
2,-2.45556416528668e-12,2
3,-3.171163368497665e-11,2
4,-4.0956222917379586e-10,2
5,-5.290021858016491e-09,2
6,-6.8320372879401e-08,2
7,-8.823942035306351e-07,2
8,-1.1396534021328482e-05,2
9,-0.00014719231165154643,2
