susc,0.1,0.15,0.2,0.25,0.5,0.75,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0
p0,-0.07082029326751649,-0.15454293220952248,-0.3100256625905753,-0.45885075155811783,-1.0127458901632913,-0.18810243418104203,-1.1295928813647185,3.3604513775380167,12.894141045115925,26.005719527196558,41.45635315703033,65.27452775424348,84.15137380033514,104.33498223122027,130.98215715254616,153.21010617661588,183.76046450372738,208.99818480761903,223.70209308417435,234.36853836300097,262.3489299958781,295.0478581864274,306.8381687982434,330.60889511734734,348.7705621175867,362.55695769422965,388.90017326742714,405.73551950848133,427.08654351209606,523.6693367603832,629.634571359861,736.5084388430363,793.3072737394177,860.2555380442781,908.6598381990652,937.6307099971727,981.1147753321865,1005.5369699810313,1009.5012755566015,1026.9051095735986,1040.3231997322312,1068.8436566767164,1113.274464981826,1058.9528718086651,1101.580169844694,1131.1271912032312,1107.7989727812599
p1,-0.07068903226356942,-0.1521998919623045,0.10087822996180515,-0.002613518313320579,-5.292949718015095,-26.850719555754065,-35.73958122639088,-114.74414616625972,-241.7537658363542,-401.49570398642845,-580.6593695172064,-835.3010974437453,-1041.1231949906964,-1260.2505705303545,-1531.4562916988102,-1767.3896864546002,-2070.645364048028,-2329.5242353659073,-2488.7623240086145,-2609.411875150871,-2885.6148340661634,-3202.0902351062496,-3329.2806065570826,-3560.064844632575,-3744.718701997763,-3890.0589068023232,-4143.183599124222,-4309.182424273587,-4520.838812397008,-5468.232869169956,-6524.182272889735,-7546.814870099452,-8113.21690332586,-8751.52941313106,-9214.92349381904,-9503.437132315004,-9907.124318173932,-10151.589266835013,-10204.312124705484,-10374.913712356642,-10510.471754799255,-10766.43458167328,-11178.05310540751,-10693.501946767927,-11091.914100026823,-11369.689233009321,-11152.495319080292
p2,0.22499480739928232,0.4946911665489613,-0.11168199229996054,0.4626120037864052,17.881144404578954,85.07618068325398,119.39813064769598,374.98370391360965,780.7158185149312,1290.9246135450292,1861.6608875520376,2661.3960418683987,3313.3848551983315,4013.258507998721,4855.347884894693,5610.944676788173,6547.172338765194,7364.658946091578,7881.957081791962,8279.82469411693,9138.052265724476,10107.325728329542,10522.550999264138,11229.787337384842,11816.843426573652,12288.946717068618,13063.199466156995,13578.288472664604,14244.132618677953,17191.956499850614,20525.847730998994,23663.772194497335,25462.06600519619,27418.81106123161,28844.612662714913,29761.257262275103,30972.985309774525,31756.358841260917,31955.885605915635,32491.98461338214,32928.85488749388,33672.134020519654,34914.47984589014,33496.56610972736,34710.648314019665,35562.86952436601,34896.53828972374
p3,-0.25622552932553944,-0.6016809222024113,-0.2567225156025628,-1.2017546134372632,-21.535348648497948,-93.70761230661691,-140.59321547044667,-426.63425106734115,-871.1266397786197,-1427.683266538478,-2048.1052066053835,-2896.1119953076673,-3598.776760775648,-4354.299726967813,-5237.4271304667445,-6050.088987254053,-7020.837911722034,-7884.645378400211,-8456.174729604925,-8904.686259804708,-9797.494006696961,-10785.97843318022,-11247.015136269058,-11976.717696045638,-12601.699216896355,-13115.297437920895,-13905.721774022903,-14444.46117580564,-15140.069816299581,-18212.868131686344,-21737.401537301772,-24950.0079890829,-26858.861270785725,-28856.434389734964,-30319.2712672999,-31291.545222302248,-32502.118023463798,-33334.081081460885,-33585.881749640925,-34146.59470526104,-34614.340124554285,-35330.11911799092,-36565.96385392863,-35213.44256691347,-36429.77307063007,-37294.65372813759,-36631.542220683514
std p0,0.008547462864778633,0.012022232984150909,0.033453307602412184,0.08641061593769915,0.08796810389250041,0.5229100664162712,0.8022390263798588,2.13541319628126,3.285658307650275,6.47872929354864,10.020504650527933,13.396577792980684,16.861049783096096,21.8191027298658,29.813031592837113,29.862086888725344,35.758270032849886,39.27547200116993,40.725373775610386,46.75301308094735,51.743355753442245,56.33451088371288,63.168310620668926,66.75940816112168,64.18330359892649,72.262041451577,77.00351649958304,81.30448601375701,79.26446205268877,102.09891788713001,119.20342066014753,143.08290119470027,152.12141047091117,163.76609235465438,171.253638941944,176.9964501303508,186.48324632752986,190.17548736976678,190.19496591501564,198.52042169251337,198.01428833613292,208.1460049826175,210.0190951577147,204.2219932082733,209.26828508714263,213.22674338154795,212.17979972146247
std p1,0.07136350340773968,0.10037464328463258,0.27930517505842256,0.7213921581794346,0.7344531598650805,4.365808936969882,6.69795927636414,17.828736581512494,27.432232225495333,54.09142309852225,83.66205661684288,111.84913122731271,140.7742583266941,182.16946108555385,248.91140791606367,249.32098457096592,298.5486966407043,327.9140382374375,340.01946886069976,390.34477856526695,432.00943064471585,470.34131664461864,527.3973794361492,557.3797971446281,535.8717105600135,603.3217255427588,642.908692307695,678.8175290191449,661.7854654318295,852.4320119676125,995.2391163506261,1194.6107083488705,1270.0742400901847,1367.296384868051,1429.811058124201,1477.7578089553817,1556.964365349109,1587.7903996047476,1587.952824212652,1657.4631899724016,1653.2377904044488,1737.8277770160482,1753.4665848926854,1705.0657917086858,1747.1976019586577,1780.2477908837686,1771.506670255303
std p2,0.19545887423222033,0.274918024995116,0.764995961863915,1.9756617516328832,2.0116078367409465,11.957571041077072,18.345161109459273,48.83143600142573,75.13463958202006,148.1519246900494,229.14362084101384,306.345631632864,385.56908482890395,498.9471741271986,681.7478391317603,682.8696640571038,817.7003427695972,898.1294479686077,931.2854610552403,1069.1224308326864,1183.2382159163885,1288.2259833392434,1444.4981895760109,1526.6176436188987,1467.7087554367458,1652.4488670538256,1760.874211264248,1859.2247669093815,1812.5760994124375,2334.740774047683,2725.878129391913,3271.9404866863224,3478.6295175242876,3744.9123693902943,3916.136303861766,4047.4574664518723,4264.399034919845,4348.826773796156,4349.271351367945,4539.655625084423,4528.083651316889,4759.767096104619,4802.601095357747,4670.034633317764,4785.429613553658,4875.952969669807,4852.011848981672
std p3,0.17582032306496218,0.24729587498258504,0.6881351133040912,1.7769977516181512,1.809493507583795,10.756126427947365,16.501940696910992,43.92511022250985,67.58553039601948,133.26640065524504,206.1206257817715,275.56575131572026,346.8291790152159,448.81568393854513,613.2494849155074,614.2586263279712,735.5422813532189,807.8901943252454,837.7151055181876,961.7029774933768,1064.352823551741,1158.7918844237174,1299.363051740635,1373.231606033809,1320.2415422260287,1486.4201197840468,1583.9512881385176,1672.419448991735,1630.4584813064916,2100.1584583603576,2451.9965777684993,2943.1938464624614,3129.1162688858594,3368.6440108887014,3522.6654001228985,3640.791512396344,3835.9368920636057,3911.8799101120526,3912.2795898029417,4083.5360361226676,4073.127648912223,4281.531518535827,4320.062269416887,4200.814942297836,4304.614750552739,4386.044104875609,4364.508785748356
least sq err,5.576357662684132e-12,7.843343873296204e-12,2.182386732029212e-11,5.639821430480388e-11,5.739071936598565e-11,3.4116329229571273e-10,5.233805357719418e-10,1.393151385458281e-09,2.1435698345212275e-09,4.226755896324349e-09,6.537366493811757e-09,8.73997023256066e-09,1.1000229223583046e-08,1.4234872552105795e-08,1.9450094871945502e-08,1.9482123106625356e-08,2.3328812730362553e-08,2.5623539963736042e-08,2.656940719286624e-08,3.050172338318339e-08,3.375761420024526e-08,3.6752878739113974e-08,4.1211263153648606e-08,4.355397864313152e-08,4.187321347586756e-08,4.714398313368057e-08,5.0237207114339646e-08,5.304343018016458e-08,5.171239092728197e-08,6.660969123186447e-08,7.776835188006545e-08,9.33478428755495e-08,9.92442702305175e-08,1.0684160219039813e-07,1.1172587375448453e-07,1.15473149973876e-07,1.2166165363012566e-07,1.240710238750543e-07,1.2408432376624927e-07,1.2951540099375946e-07,1.2918493718003356e-07,1.3579519076182792e-07,1.3701695124522863e-07,1.3323524380776757e-07,1.3652739391337954e-07,1.3910896331600992e-07,1.3842625416134738e-07
