,Force,a
0,-6.638567687966202e-11,1e-07
1,-7.908918088282989e-10,3.5938136638046254e-07
2,-4.8425975201453955e-09,1.2915496650148827e-06
3,1.0246421212205905e-08,4.641588833612782e-06
4,-4.802598098595684e-08,1.6681005372000593e-05
5,-2.3660840541988353e-07,5.994842503189409e-05
6,-3.290197860882157e-07,0.00021544346900318845
7,-0.00016522937350858303,0.0007742636826811277
8,-0.0013057373913749016,0.0027825594022071257
9,-0.02476032740338852,0.01
