,Force,Separation
0,-5.46416058270719E-12,4
1,-1.04337597677171E-10,4
2,-8.41781275514541E-10,4
3,-6.67008676289997E-09,4
4,-2.85245083812921E-07,4
5,-1.57928403740683E-07,4
6,7.93887619738693E-09,4
7,-9.03331176425319E-06,4
8,-0.000178028616788,4
9,-0.001274522245745,4
